DATETIME,LATITUDE,LONGITUDE,ELEVATION,MPH,KPH,KNOTS
2017-11-01 13:43:58,39.75843,-104.97705,"1,587",0,0,0
2017-11-01 13:51:05,39.75854,-104.97726,"1,586",0.08,0.17,0.07
2017-11-01 14:01:12,39.75863,-104.97726,"1,586",0.06,0.06,0.05
2017-11-01 14:11:05,39.75858,-104.97716,"1,586",0.06,0.06,0.05
2017-11-01 14:21:09,39.75844,-104.97728,"1,590",0.06,0.12,0.05
2017-11-01 14:31:09,39.75853,-104.97728,"1,590",0.06,0.06,0.05
2017-11-01 18:32:28,39.75792,-104.97713,"1,591",0.01,0.02,0.01
2017-11-01 19:06:27,39.75802,-104.97707,"1,587",0.02,0.02,0.02
2017-11-01 20:18:34,39.75849,-104.97716,"1,587",0.02,0.04,0.02
2017-11-01 20:27:40,39.76075,-104.95889,"1,599",6.46,10.42,5.61
2017-11-01 20:37:31,39.77549,-104.86418,"1,615",31.25,50.31,27.15
2017-11-01 20:47:31,39.8336,-104.73114,"1,635",48.78,78.48,42.39
2017-11-01 20:57:29,39.8496,-104.67293,"1,637",19.75,31.79,17.16
2017-11-01 21:07:29,39.84801,-104.67336,"1,637",0.66,1.08,0.57
2017-11-01 21:18:03,39.84876,-104.67407,"1,638",0.34,0.57,0.3
2017-11-02 4:38:12,40.64887,-73.78357,4,221.11,355.84,192.14
2017-11-02 21:25:21,25.26705,51.61724,1,398.8,641.8,346.55
2017-11-03 5:02:49,27.69867,85.35682,"1,598",273.79,440.62,237.92
2017-11-03 5:42:18,27.70584,85.34636,"1,317",1.23,1.98,1.07
2017-11-03 5:52:18,27.70666,85.34491,"1,316",0.66,1.02,0.57
2017-11-03 6:02:18,27.71108,85.34156,"1,314",2.22,3.54,1.93
2017-11-03 6:12:45,27.71149,85.34134,"1,315",0.17,0.29,0.15
2017-11-03 6:22:45,27.71179,85.34117,"1,315",0.12,0.24,0.1
2017-11-03 6:32:14,27.71191,85.3382,"1,315",1.14,1.83,0.99
2017-11-03 6:42:23,27.71349,85.3236,"1,509",5.32,8.57,4.62
2017-11-04 22:26:37,27.68746,86.73146,"3,433",2.17,3.49,1.88
2017-11-04 22:44:16,27.68708,86.73139,"3,073",0.1,0.14,0.09
2017-11-05 0:53:21,27.71858,86.71387,"4,570",1.13,1.82,0.98
2017-11-05 1:03:21,27.71828,86.71387,"4,564",0.12,0.18,0.1
2017-11-05 1:13:21,27.71819,86.71387,"4,563",0.06,0.06,0.05
2017-11-05 1:33:02,27.74029,86.71232,"4,196",1.21,1.96,1.05
2017-11-05 1:34:28,27.71941,86.71414,"4,587",0.26,0.4,0.22
2017-11-05 1:44:28,27.72538,86.71423,"4,703",2.46,3.96,2.14
2017-11-05 1:54:28,27.72971,86.7168,"4,794",2.04,3.24,1.77
2017-11-05 19:43:33,27.75611,86.7102,"3,613",0.06,0.1,0.05
2017-11-05 21:33:31,27.77803,86.72239,"4,331",0.92,1.48,0.8
2017-11-05 21:43:31,27.77799,86.72206,"4,338",0.12,0.18,0.1
2017-11-05 21:53:31,27.77803,86.72206,"4,338",0,0,0
2017-11-05 22:33:54,27.77798,86.72212,"4,336",0.01,0.01,0.01
2017-11-05 23:22:46,27.79024,86.71812,"4,386",1.08,1.74,0.94
2017-11-05 23:32:46,27.79136,86.71751,"4,394",0.54,0.84,0.47
2017-11-05 23:42:46,27.79149,86.71683,"4,406",0.24,0.42,0.21
2017-11-06 19:56:46,27.80887,86.71429,"4,398",0.06,0.1,0.05
2017-11-06 20:07:11,27.81008,86.71561,"3,867",0.69,1.09,0.6
2017-11-06 20:16:46,27.81141,86.71714,"3,859",0.81,1.31,0.71
2017-11-06 20:26:40,27.8116,86.71823,"3,856",0.59,0.95,0.51
2017-11-06 20:36:46,27.81458,86.72118,"3,841",1.6,2.61,1.39
2017-11-06 21:59:03,27.81662,86.72337,"3,830",0.14,0.23,0.12
2017-11-06 22:09:03,27.81525,86.7219,"3,837",0.78,1.26,0.68
2017-11-06 22:19:03,27.8113,86.71813,"3,857",2.16,3.42,1.88
2017-11-06 22:29:00,27.80908,86.71427,"3,873",1.69,2.71,1.47
2017-11-06 22:39:00,27.80663,86.7135,"3,881",1.08,1.68,0.94
2017-11-06 22:48:52,27.80463,86.71395,"3,883",0.85,1.4,0.74
2017-11-06 23:48:39,27.80467,86.71056,"5,581",0.21,0.33,0.18
2017-11-07 19:41:29,27.81089,86.72262,"4,270",0.04,0.07,0.04
2017-11-07 20:02:01,27.81614,86.73083,"4,148",1.81,2.92,1.57
2017-11-07 20:42:20,27.82841,86.73797,"4,059",1.41,2.28,1.23
2017-11-07 20:52:20,27.82978,86.74244,"4,009",1.74,2.82,1.51
2017-11-07 21:02:20,27.83193,86.74518,"3,981",1.32,2.16,1.15
2017-11-08 20:45:25,27.85331,86.78652,"4,494",0.12,0.2,0.11
2017-11-08 21:35:17,27.8625,86.8014,"4,667",1.34,2.14,1.16
2017-11-08 21:45:17,27.86538,86.80226,"4,696",1.26,1.98,1.09
2017-11-08 21:55:17,27.86774,86.80544,"4,096",1.31,2.11,1.14
2017-11-08 23:15:27,27.88062,86.81724,"4,941",0.86,1.38,0.75
2017-11-08 23:25:27,27.88109,86.81913,"4,961",0.72,1.14,0.63
2017-11-08 23:35:27,27.88268,86.82205,"4,996",1.26,2.04,1.09
2017-11-10 19:18:05,27.89144,86.82688,"4,989",0.02,0.02,0.01
2017-11-10 19:37:45,27.89879,86.8225,"5,004",1.74,2.81,1.51
2017-11-10 19:47:45,27.90244,86.82044,"5,024",1.68,2.7,1.46
2017-11-10 19:57:45,27.90471,86.81882,"5,040",1.14,1.8,0.99
2017-11-10 20:08:05,27.90851,86.81628,"5,068",1.8,2.85,1.56
2017-11-10 20:18:05,27.91126,86.81448,"5,090",1.32,2.1,1.15
2017-11-10 21:07:39,27.92336,86.80564,"5,196",1.21,1.94,1.05
2017-11-10 21:27:24,27.92352,86.80566,"5,197",0.03,0.06,0.03
2017-11-10 21:43:05,27.92346,86.80538,"5,197",0.08,0.11,0.07
2017-11-10 22:03:24,27.92828,86.80472,"5,238",1,1.59,0.87
2017-11-10 22:12:55,27.92917,86.8047,"5,246",0.8,1.29,0.7
2017-11-10 22:23:24,27.9309,86.80498,"5,260",0.69,1.09,0.6
2017-11-11 21:05:28,27.94818,86.81053,"5,245",0.05,0.09,0.05
2017-11-11 21:14:39,27.95134,86.81401,"5,269",1.96,3.2,1.7
2017-11-11 21:24:39,27.95443,86.81555,"5,289",1.38,2.28,1.2
2017-11-11 21:45:29,27.96323,86.81965,"5,419",1.9,3.05,1.65
2017-11-11 21:55:29,27.96722,86.82196,"5,418",1.86,3,1.62
2017-11-11 22:05:29,27.96812,86.8218,"5,422",0.36,0.6,0.31
2017-11-11 22:34:22,27.97274,86.8248,"5,412",0.77,1.23,0.67
2017-11-11 22:54:09,27.97605,86.825,"5,420",0.7,1.12,0.61
2017-11-12 17:31:28,27.99491,86.84317,"5,558",0.09,0.15,0.08
2017-11-12 17:51:21,27.9981,86.84742,"5,567",1.03,1.66,0.89
2017-11-12 18:21:19,27.99891,86.84611,"5,546",0.2,0.32,0.17
2017-11-12 18:31:18,27.99649,86.84399,"5,496",1.26,2.04,1.1
2017-11-12 18:42:00,27.99163,86.84164,"5,430",2.07,3.31,1.8
2017-11-12 18:51:14,27.98819,86.83995,"5,392",1.69,2.73,1.47
2017-11-12 19:01:14,27.98536,86.83712,"5,335",1.56,2.52,1.36
2017-11-12 19:11:14,27.98424,86.83369,"5,449",1.32,2.16,1.15
2017-11-12 19:21:10,27.98071,86.82899,"5,389",2.3,3.68,1.99
2017-11-12 21:00:28,27.96854,86.82194,"5,423",0.57,0.92,0.49
2017-11-12 21:10:28,27.96751,86.82168,"5,421",0.42,0.72,0.36
2017-11-12 21:20:28,27.96154,86.8191,"5,415",2.64,4.26,2.29
2017-11-12 21:30:22,27.95566,86.81626,"5,403",2.67,4.3,2.32
2017-11-12 21:40:54,27.94997,86.81313,"5,386",2.51,3.99,2.18
2017-11-12 21:50:14,27.94829,86.81041,"5,246",1.29,2.12,1.12
2017-11-12 22:00:14,27.94584,86.81025,"5,232",1.02,1.62,0.89
2017-11-12 22:10:14,27.9388,86.80725,"5,184",3.12,5.04,2.71
2017-11-12 22:20:12,27.9335,86.80422,"5,142",2.47,3.97,2.14
2017-11-13 0:03:38,27.92123,86.80723,"5,176",0.5,0.81,0.44
2017-11-13 0:13:38,27.91617,86.80577,"5,136",2.16,3.48,1.88
2017-11-13 0:23:38,27.90892,86.81023,"5,074",3.42,5.52,2.97
2017-11-13 18:38:49,27.8864,86.81856,"4,891",0.09,0.14,0.08
2017-11-13 18:48:46,27.88201,86.81623,"4,938",2.05,3.26,1.78
2017-11-13 18:58:46,27.8769,86.81431,"4,893",2.22,3.6,1.93
2017-11-13 19:08:46,27.87048,86.81165,"4,832",2.82,4.56,2.45
2017-11-13 19:18:43,27.86727,86.8053,"4,743",2.71,4.34,2.36
2017-11-13 19:38:35,27.86167,86.79765,"4,617",1.84,2.96,1.6
2017-11-13 19:48:35,27.85661,86.79362,"4,577",2.58,4.14,2.24
2017-11-13 19:58:35,27.85356,86.78804,"4,513",2.4,3.9,2.09
2017-11-13 21:28:07,27.83515,86.75597,"4,073",1.57,2.52,1.36
2017-11-13 21:38:07,27.83433,86.75297,"4,027",1.14,1.86,0.99
2017-11-13 21:48:07,27.83334,86.75082,"3,993",0.9,1.44,0.78
2017-11-13 21:58:12,27.83226,86.74705,"3,961",1.43,2.32,1.24
2017-11-13 22:08:12,27.83196,86.74551,"3,977",0.6,0.96,0.52
2017-11-13 23:29:24,27.8273,86.73591,"5,545",0.5,0.8,0.43
2017-11-13 23:39:24,27.8255,86.73326,"5,548",1.2,1.98,1.04
2017-11-13 23:49:24,27.82391,86.73017,"5,550",1.32,2.1,1.15
2017-11-14 0:17:00,27.81329,86.72762,"4,195",1.63,2.63,1.42
2017-11-14 0:27:00,27.81157,86.72324,"4,260",1.74,2.82,1.51
2017-11-14 0:37:00,27.80784,86.72084,"4,302",1.8,2.88,1.56
2017-11-14 19:22:29,27.7933,86.71577,"3,901",0.06,0.09,0.05
2017-11-14 20:02:34,27.77926,86.72261,"3,903",1.59,2.54,1.38
2017-11-14 20:12:34,27.77729,86.72167,"3,910",0.9,1.44,0.78
2017-11-14 20:22:34,27.77351,86.72235,"3,914",1.56,2.58,1.36
2017-11-14 22:31:53,27.72359,86.71456,"3,108",1.61,2.6,1.4
2017-11-14 22:41:53,27.71861,86.71388,"3,068",2.1,3.36,1.82
2017-11-14 22:51:53,27.71857,86.71388,"3,067",0,0,0
2017-11-14 23:55:08,27.71056,86.71459,"3,029",0.53,0.84,0.46
2017-11-15 0:45:08,27.69227,86.72821,"3,510",1.81,2.93,1.57
2017-11-16 3:55:51,27.68618,85.34523,"1,597",3.11,5.01,2.71
2017-11-17 19:52:50,27.69677,85.21429,"1,502",0.2,0.32,0.18
2017-11-17 20:23:25,27.71353,85.18001,"1,307",4.71,7.57,4.09
2017-11-18 2:22:58,28.20095,83.9726,843,13.52,21.76,11.75
2017-11-18 2:31:31,28.20131,83.96984,860,1.19,1.89,1.04
2017-11-18 2:41:31,28.20483,83.964,856,2.58,4.14,2.24
2017-11-18 2:51:13,28.20496,83.96404,853,0.06,0.06,0.05
2017-11-18 3:01:13,28.20513,83.96378,854,0.12,0.18,0.1
2017-11-18 3:11:13,28.20513,83.96387,854,0.06,0.06,0.05
2017-11-19 0:28:54,28.21268,83.95728,848,0.03,0.05,0.03
2017-11-19 1:49:39,28.21888,83.9584,903,0.32,0.52,0.28
2017-11-19 1:59:39,28.2157,83.95677,875,1.44,2.34,1.25
2017-11-19 2:09:39,28.21579,83.95694,876,0.06,0.12,0.05
2017-11-19 2:19:13,28.21565,83.95692,830,0.06,0.13,0.05
2017-11-19 2:31:46,28.21554,83.95683,874,0.05,0.1,0.04
2017-11-19 5:04:55,28.20504,83.96393,854,0.33,0.53,0.29
2017-11-19 16:11:06,28.20506,83.96389,854,0,0,0
2017-11-19 16:20:51,28.20511,83.96391,854,0,0.06,0
2017-11-19 16:30:35,28.2051,83.96389,854,0,0,0
2017-11-19 16:59:43,28.2431,83.95786,"1,002",5.46,8.79,4.74
2017-11-19 17:09:43,28.2446,83.94781,977,3.72,6,3.23
2017-11-19 17:19:43,28.2461,83.94875,987,0.72,1.14,0.63
2017-11-19 17:29:39,28.24619,83.94875,"1,252",0.06,0.06,0.05
2017-11-19 17:39:39,28.24623,83.94875,"1,252",0,0,0
2017-11-19 17:49:37,28.24619,83.94888,"1,251",0.06,0.06,0.05
2017-11-19 17:59:50,28.24609,83.94875,"1,251",0.06,0.12,0.05
2017-11-19 18:39:32,28.20513,83.96407,853,4.5,7.25,3.91
2017-11-19 20:20:20,28.20823,83.95777,855,0.26,0.42,0.23
2017-11-19 20:30:20,28.21196,83.96867,849,4.26,6.9,3.7
2017-11-19 20:40:20,28.24646,83.97923,947,14.82,23.82,12.88
2017-11-19 21:06:21,28.2903,83.93452,"1,080",9.39,15.11,8.16
2017-11-19 21:16:21,28.2903,83.93452,"1,080",0,0,0
2017-11-19 21:26:21,28.29034,83.93452,"1,080",0,0,0
2017-11-19 21:46:24,28.29117,83.93552,"1,075",0.24,0.39,0.21
2017-11-19 22:06:06,28.27864,83.93709,"1,328",2.65,4.26,2.3
2017-11-19 22:16:06,28.2574,83.96317,"1,192",12.96,20.88,11.26
2017-11-19 22:26:06,28.25727,83.96317,"1,191",0.06,0.06,0.05
2017-11-19 22:35:59,28.25723,83.96301,"1,193",0.06,0.12,0.05
2017-11-19 22:45:59,28.25071,83.97005,"1,064",3.72,6,3.23
2017-11-19 22:55:59,28.2511,83.96988,"1,068",0.18,0.3,0.16
2017-11-19 23:06:19,28.25101,83.96992,"1,067",0.06,0.06,0.05
2017-11-19 23:27:27,28.25094,83.96988,"1,067",0.03,0.03,0.02
2017-11-19 23:37:27,28.25103,83.96997,"1,067",0.06,0.06,0.05
2017-11-19 23:47:27,28.24378,83.98293,949,5.58,9,4.85
2017-11-20 0:37:07,28.20505,83.96383,856,3.53,5.68,3.07
2017-11-20 0:47:07,28.20509,83.96383,856,0,0,0
2017-11-20 0:57:07,28.20509,83.96383,856,0,0,0
2017-11-25 7:14:12,28.53014,77.19981,238,3.26,5.25,2.83
2017-11-25 19:08:27,28.51069,77.16791,250,0.2,0.32,0.17
2017-11-25 19:18:55,28.53827,77.13278,237,16.39,26.37,14.25
2017-11-25 19:28:55,28.54943,77.11664,231,7.5,12.06,6.52
2017-11-25 19:38:26,28.55659,77.08493,224,12.55,20.18,10.9
2017-11-26 23:58:44,15.59846,73.74348,-6,32.49,52.28,28.23
2017-11-27 5:09:10,15.60059,73.73369,-7,0.13,0.21,0.11
2017-11-27 8:00:48,15.60051,73.73358,33,0,0,0
2017-11-27 23:57:12,15.72849,73.7193,27,0.56,0.9,0.49
2017-11-28 0:16:31,15.74579,73.67341,42,10.19,16.4,8.85
2017-11-28 1:16:05,15.76943,73.68052,29,1.71,2.76,1.49
2017-11-28 1:26:05,15.76308,73.66952,27,5.1,8.22,4.43
2017-11-28 1:36:05,15.76359,73.66343,29,2.46,3.9,2.14
2017-11-28 1:46:11,15.76169,73.66365,52,0.77,1.25,0.67
2017-11-28 1:56:11,15.7616,73.66365,52,0.06,0.06,0.05
2017-11-28 2:06:11,15.76173,73.66365,52,0.06,0.06,0.05
2017-11-28 4:18:08,15.67409,73.70936,4,3.08,4.96,2.68
2017-11-28 4:28:08,15.67126,73.70773,3,1.32,2.16,1.15
2017-11-28 4:38:08,15.67122,73.70773,3,0,0,0
2017-11-28 4:58:42,15.67141,73.70801,29,0.06,0.12,0.05
2017-11-28 5:08:42,15.67141,73.70801,29,0,0,0
2017-11-28 5:18:42,15.67064,73.70818,30,0.3,0.54,0.26
2017-11-28 21:43:56,15.60662,73.74015,37,0.3,0.48,0.26
2017-11-28 22:02:19,15.59981,73.73302,23,2.19,3.52,1.9
2017-11-28 22:12:19,15.59728,73.73345,22,1.08,1.74,0.94
2017-11-28 22:22:19,15.59715,73.73354,22,0.06,0.12,0.05
2017-11-28 22:56:10,15.59737,73.73378,23,0.04,0.07,0.03
2017-11-28 23:06:10,15.59741,73.73369,23,0.06,0.06,0.05
2017-11-28 23:16:10,15.59741,73.73369,23,0,0,0
2017-11-30 2:20:24,15.37886,76.05859,556,5.75,9.25,4.99
2017-11-30 7:15:56,15.34002,76.45586,481,5.4,8.7,4.69
2017-11-30 7:25:26,15.33997,76.45595,481,0.06,0.06,0.05
2017-11-30 7:35:26,15.33997,76.45586,481,0.06,0.06,0.05
2017-11-30 7:58:34,15.33996,76.45577,421,0.03,0.03,0.02
2017-11-30 8:08:34,15.34078,76.45405,424,0.78,1.26,0.68
2017-12-01 0:06:00,15.35551,76.4692,444,0.09,0.14,0.08
2017-12-01 0:15:49,15.35453,76.46969,442,0.49,0.73,0.42
2017-12-01 0:25:49,15.3547,76.46926,442,0.18,0.3,0.16
2017-12-01 0:35:49,15.3547,76.46926,442,0,0,0
2017-12-01 0:45:45,15.35466,76.46892,481,0.12,0.24,0.1
2017-12-01 1:25:28,15.34905,76.43931,465,3.04,4.89,2.64
2017-12-01 1:35:28,15.3578,76.43553,466,3.96,6.3,3.44
2017-12-01 1:45:28,15.35763,76.43519,467,0.18,0.24,0.16
2017-12-01 1:55:22,15.35748,76.43433,499,0.36,0.55,0.32
2017-12-01 2:05:22,15.35744,76.43433,499,0,0,0
2017-12-01 3:24:57,15.34057,76.45489,481,1.36,2.19,1.18
2017-12-01 21:14:53,15.34442,76.45392,483,0.02,0.02,0.01
2017-12-01 21:24:44,15.3396,76.45746,480,2.5,4.02,2.17
2017-12-01 21:34:44,15.33797,76.45874,479,0.84,1.38,0.73
2017-12-01 22:44:59,15.32066,76.47246,470,1.29,2.07,1.12
2017-12-01 22:54:14,15.31976,76.47201,470,1.16,1.87,1.01
2017-12-01 23:04:59,15.31822,76.46912,469,1.23,1.95,1.07
2017-12-01 23:53:54,15.33962,76.48621,428,2.29,3.68,1.99
2017-12-02 1:43:06,15.32054,76.46276,470,1.12,1.81,0.97
2017-12-02 3:06:05,15.27749,76.4002,481,3.7,5.96,3.22
2017-12-02 3:16:05,15.28633,76.38672,470,6.54,10.5,5.68
2017-12-02 3:26:05,15.28719,76.38569,469,0.54,0.9,0.47
2017-12-02 4:51:07,15.28758,76.38513,469,0.04,0.05,0.03
2017-12-02 5:01:00,15.28759,76.38507,469,0,0.06,0
2017-12-02 5:11:00,15.28763,76.38498,469,0.06,0.06,0.05
2017-12-02 6:29:17,15.28745,76.38496,469,0.01,0.02,0.01
2017-12-02 18:34:26,17.38841,78.4993,506,16.7,26.88,14.51
2017-12-03 3:24:33,17.38324,78.40208,545,0.73,1.17,0.63
2017-12-03 4:24:08,17.38324,78.3999,546,0.14,0.23,0.12
2017-12-03 4:34:08,17.38315,78.39921,547,0.3,0.42,0.26
2017-12-03 4:44:08,17.38311,78.39921,547,0,0,0
2017-12-03 6:57:56,17.38181,78.40157,546,0.08,0.13,0.07
2017-12-04 0:38:19,17.35991,78.4744,505,0.29,0.46,0.25
2017-12-04 0:48:14,17.35831,78.47391,505,0.73,1.15,0.63
2017-12-04 1:08:06,17.35929,78.47418,523,0.21,0.33,0.18
2017-12-04 1:18:06,17.36358,78.47512,521,1.8,2.94,1.56
2017-12-04 1:29:07,17.3678,78.47601,520,1.63,2.61,1.42
2017-12-06 3:38:45,18.86494,77.94163,349,2.18,3.51,1.89
2017-12-06 4:50:05,19.12107,77.48321,372,29.27,47.1,25.44
2017-12-06 5:10:05,19.17433,77.42905,358,15.3,24.63,13.3
2017-12-07 1:15:17,19.1113,72.866,12,14.83,23.87,12.89
2017-12-07 2:26:50,19.11142,72.86622,12,0.02,0.03,0.01
2017-12-07 3:28:00,19.11142,72.86597,12,0.02,0.03,0.02
2017-12-07 3:38:00,19.11146,72.86597,12,0,0,0
2017-12-07 23:01:28,19.12009,72.8469,24,0.07,0.11,0.06
2017-12-08 0:00:26,18.93041,72.82961,-5,13.39,21.55,11.64
2017-12-08 0:10:26,18.92977,72.82944,-5,0.3,0.42,0.26
2017-12-08 0:20:26,18.92556,72.8297,-5,1.74,2.82,1.51
2017-12-08 1:41:38,18.92244,72.83399,-1,0.26,0.42,0.22
2017-12-08 1:51:38,18.92188,72.83502,-1,0.48,0.72,0.42
2017-12-08 2:01:38,18.92257,72.83425,-1,0.42,0.66,0.36
2017-12-08 4:11:35,18.91765,72.8282,-6,0.24,0.39,0.21
2017-12-09 23:57:29,26.87438,70.87193,251,12.88,20.73,11.19
2017-12-10 0:06:51,26.89248,70.92081,236,20.88,33.63,18.15
2017-12-10 1:26:35,26.91055,70.9152,235,0.98,1.57,0.85
2017-12-10 1:36:35,26.90905,70.91271,235,1.14,1.8,0.99
2017-12-10 1:46:35,26.91008,70.91168,235,0.6,0.9,0.52
2017-12-10 21:06:24,26.83525,70.72797,203,0.64,1.04,0.56
2017-12-10 21:15:39,26.80441,70.69267,202,19.78,31.78,17.19
2017-12-10 21:35:23,26.64243,70.69047,234,34.05,54.79,29.59
2017-12-10 21:45:23,26.63406,70.68816,232,3.6,5.76,3.13
2017-12-10 21:55:23,26.63406,70.68816,232,0,0,0
2017-12-10 22:06:02,26.62988,70.68794,227,1.63,2.65,1.42
2017-12-10 22:15:17,26.62424,70.68612,227,2.66,4.22,2.31
2017-12-10 22:25:14,26.61908,70.68586,228,2.17,3.44,1.89
2017-12-10 22:35:12,26.61814,70.68371,228,0.9,1.44,0.78
2017-12-10 22:45:08,26.61889,70.67796,228,2.17,3.5,1.89
2017-12-11 1:49:01,26.61923,70.67261,229,0.11,0.17,0.09
2017-12-11 1:58:37,26.61847,70.66955,230,1.25,2,1.09
2017-12-11 2:08:37,26.6207,70.6656,231,1.74,2.76,1.51
2017-12-11 2:18:28,26.61983,70.66562,229,0.37,0.61,0.32
2017-12-11 2:28:28,26.61468,70.66597,227,2.16,3.42,1.88
2017-12-11 2:38:22,26.60859,70.66423,225,2.61,4.24,2.26
2017-12-11 2:48:55,26.6023,70.66029,223,2.84,4.55,2.47
2017-12-11 2:58:13,26.59711,70.65812,221,2.45,4,2.13
2017-12-11 3:08:09,26.59195,70.65544,219,2.36,3.81,2.05
2017-12-11 3:18:09,26.58654,70.65355,216,2.34,3.78,2.03
2017-12-11 3:28:11,26.58108,70.65149,214,2.39,3.83,2.08
2017-12-11 3:38:06,26.58043,70.65083,214,0.36,0.61,0.32
2017-12-11 3:48:26,26.58043,70.65093,214,0.06,0.06,0.05
2017-12-11 3:58:07,26.58042,70.65091,208,0,0,0
2017-12-11 21:01:26,26.58055,70.65118,214,0,0,0
2017-12-11 21:11:01,26.58167,70.65213,215,0.63,1,0.54
2017-12-11 21:20:52,26.58687,70.65475,219,2.38,3.84,2.06
2017-12-11 21:30:56,26.59087,70.65958,224,2.38,3.8,2.07
2017-12-11 21:40:52,26.59408,70.66392,220,2.11,3.38,1.84
2017-12-11 21:50:49,26.59922,70.66792,222,2.59,4.22,2.25
2017-12-11 22:01:25,26.6044,70.672,229,2.49,3.96,2.16
2017-12-11 22:10:43,26.60837,70.67582,225,2.32,3.74,2.02
2017-12-11 22:20:40,26.6133,70.68015,227,2.59,4.22,2.25
2017-12-11 22:30:35,26.61677,70.6845,228,2.18,3.51,1.89
2017-12-11 22:40:35,26.61879,70.68586,228,0.96,1.56,0.83
2017-12-11 22:50:31,26.6234,70.68606,227,1.93,3.08,1.68
2017-12-11 23:00:56,26.62941,70.68794,232,2.48,3.97,2.15
2017-12-11 23:10:26,26.63038,70.68752,232,0.44,0.76,0.38
2017-12-11 23:20:26,26.63047,70.68752,232,0.06,0.06,0.05
2017-12-11 23:30:25,26.63041,70.68754,232,0,0.06,0
2017-12-12 2:43:36,26.63036,70.68769,232,0,0.01,0
2017-12-12 2:53:30,26.63671,70.68855,233,2.67,4.3,2.32
2017-12-12 3:03:20,26.63907,70.68767,233,1.04,1.71,0.9
2017-12-12 3:13:24,26.6394,70.68728,233,0.6,0.96,0.52
2017-12-12 3:23:20,26.63937,70.68724,233,0,0.06,0
2017-12-15 17:42:00,27.17111,78.04421,169,5.27,8.48,4.58
2017-12-15 18:10:13,27.17095,78.04416,169,0.02,0.04,0.02
2017-12-15 18:59:54,27.17308,78.04233,159,0.23,0.36,0.2
2017-12-15 19:09:54,27.1745,78.04224,158,0.6,0.96,0.52
2017-12-15 19:19:54,27.17536,78.04241,158,0.36,0.6,0.31
2017-12-15 19:39:52,27.17389,78.04241,170,0.3,0.48,0.26
2017-12-15 21:39:18,27.17238,78.04953,168,0.23,0.36,0.2
2017-12-15 21:51:29,27.17455,78.0515,168,0.94,1.53,0.81
2017-12-15 21:59:18,27.17547,78.04944,168,1.07,1.77,0.93
2017-12-15 22:09:08,27.1743,78.04636,169,1.28,2.01,1.11
2017-12-15 22:19:08,27.17112,78.04696,169,1.32,2.16,1.15
2017-12-15 22:29:08,27.17043,78.04713,169,0.3,0.48,0.26
2017-12-15 22:58:51,27.17088,78.03942,170,0.97,1.53,0.84
2017-12-15 23:08:51,27.17285,78.03393,170,2.16,3.54,1.88
2017-12-15 23:18:51,27.17495,78.02621,171,3,4.8,2.61
2017-12-16 0:38:36,27.17861,78.02224,170,0.26,0.43,0.23
2017-12-16 2:49:49,27.16432,78.05569,169,1.04,1.68,0.91
2017-12-16 19:26:17,27.22388,78.11588,159,0.33,0.54,0.29
2017-12-16 19:46:10,27.30358,77.99772,169,27.49,44.27,23.89
2017-12-16 20:26:01,27.44412,77.77791,176,25.02,40.28,21.75
2017-12-16 20:36:01,27.59943,77.74642,168,65.46,105.3,56.88
2017-12-16 20:46:01,27.7177,77.72857,178,49.5,79.62,43.01
2017-12-16 20:55:52,27.87127,77.68832,186,66.4,106.78,57.7
2017-12-16 21:05:52,27.99534,77.60549,191,59.76,96.12,51.93
2017-12-16 21:15:52,28.11924,77.57579,199,52.5,84.54,45.62
2017-12-16 22:05:29,28.58922,77.29671,203,44.32,71.32,38.51
2017-12-16 22:15:29,28.61634,77.2811,206,12.6,20.28,10.95
2017-12-16 22:25:29,28.61677,77.2811,206,0.18,0.3,0.16
2017-12-17 23:24:07,29.59691,77.78632,252,2.97,4.79,2.58
2017-12-18 0:03:48,29.85933,77.88867,263,28.95,46.6,25.16
2017-12-18 0:13:48,29.88083,77.90506,259,10.68,17.22,9.28
2017-12-18 0:23:48,29.89306,77.96145,255,20.88,33.66,18.14
2017-12-18 1:03:32,29.94498,78.15388,396,18.23,29.34,15.84
2017-12-18 1:13:32,29.9403,78.15809,389,2.46,3.96,2.14
2017-12-18 1:23:32,29.98562,78.18461,386,21.06,33.9,18.3
2017-12-18 1:33:26,30.0319,78.20873,368,21.27,34.24,18.49
2017-12-18 1:43:26,30.06443,78.24229,393,18.06,29.1,15.69
2017-12-18 17:50:58,30.17334,78.31458,990,0.54,0.87,0.47
2017-12-18 18:00:41,30.17349,78.31473,"1,156",0.06,0.12,0.05
2017-12-18 18:10:41,30.17388,78.31473,"1,160",0.18,0.24,0.16
2017-12-18 18:20:41,30.17375,78.31482,"1,158",0.06,0.12,0.05
2017-12-24 0:07:29,30.19504,78.19247,575,0.06,0.1,0.05
2017-12-24 8:42:55,28.56514,77.1163,236,15.13,24.35,13.15
2017-12-24 10:41:37,26.82756,75.80652,388,72.98,117.45,63.42
2017-12-24 21:06:10,8.06223,98.91772,11,191.51,308.21,166.42
2017-12-24 22:12:28,8.06223,98.9175,11,0.02,0.02,0.02
2017-12-26 0:18:58,8.06245,98.91889,6,0,0.01,0
2017-12-26 0:28:19,8.0626,98.91945,6,0.26,0.39,0.22
2017-12-26 0:38:19,8.06264,98.91936,6,0.06,0.06,0.05
